,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
99,201707,대전광역시,산업용,5501 ,295295718 ,35946248701 ,121.7
235,201708,대전광역시,산업용,5504 ,295295150 ,35896065382 ,121.6
371,201709,대전광역시,산업용,5507 ,279764874 ,27815199515 ,99.4
507,201710,대전광역시,산업용,5514 ,249967006 ,24105905265 ,96.4
643,201711,대전광역시,산업용,5512 ,271376173 ,32447332248 ,119.6
779,201712,대전광역시,산업용,5519 ,286029257 ,33925302778 ,118.6
99,201801,대전광역시,산업용,5514 ,296960114 ,35313937945 ,118.9
235,201802,대전광역시,산업용,5522 ,268902822 ,32092036577 ,119.3
371,201803,대전광역시,산업용,5528 ,279657020 ,27377628892 ,97.9
507,201804,대전광역시,산업용,5528 ,273985521 ,26365423750 ,96.2
643,201805,대전광역시,산업용,5538 ,275393919 ,26183851631 ,95.1
779,201806,대전광역시,산업용,5565 ,282433232 ,32939278476 ,116.6
99,201807,대전광역시,산업용,5587 ,291211819 ,35606523089 ,122.3
235,201808,대전광역시,산업용,5606 ,286442449 ,34923390713 ,121.9
371,201809,대전광역시,산업용,5610 ,265622584 ,26124848853 ,98.4
507,201810,대전광역시,산업용,5618 ,262362705 ,25046258463 ,95.5
643,201811,대전광역시,산업용,5636 ,263537270 ,31218096244 ,118.5
779,201812,대전광역시,산업용,5649 ,268783080 ,31897087041 ,118.7
85,201901,대전광역시,산업용,5641 ,276663128 ,33058627209 ,119.5 
221,201902,대전광역시,산업용,5642 ,238123609 ,28907169942 ,121.4 
357,201903,대전광역시,산업용,5633 ,260214957 ,25685282628 ,98.7 
493,201905,대전광역시,산업용,5645 ,254918382 ,24865125177 ,97.5 
107,201001,부산광역시,산업용,21840 ,703567523 ,57442924789 ,81.6
235,201002,부산광역시,산업용,21881 ,629206166 ,52754847931 ,83.8
363,201003,부산광역시,산업용,21929 ,663632997 ,50106769803 ,75.5
491,201004,부산광역시,산업용,21975 ,686466668 ,50762640810 ,73.9
619,201005,부산광역시,산업용,22019 ,675230003 ,49519587567 ,73.3
747,201006,부산광역시,산업용,22077 ,666724163 ,49606721390 ,74.4
107,201007,부산광역시,산업용,22138 ,713424147 ,64583512487 ,90.5
235,201008,부산광역시,산업용,22198 ,668878119 ,64850624275 ,97.0
363,201009,부산광역시,산업용,22237 ,682831921 ,55079946327 ,80.7
491,201010,부산광역시,산업용,22280 ,679190903 ,52864769173 ,77.8
619,201011,부산광역시,산업용,22304 ,698982885 ,61606323528 ,88.1
747,201012,부산광역시,산업용,22332 ,734128043 ,65299559761 ,88.9
107,201101,부산광역시,산업용,22388 ,780308955 ,68356405379 ,87.6
235,201102,부산광역시,산업용,22448 ,682070319 ,61779363058 ,90.6
363,201103,부산광역시,산업용,22497 ,717114001 ,57259029999 ,79.8
491,201104,부산광역시,산업용,22558 ,725972474 ,55167636987 ,76.0
619,201105,부산광역시,산업용,22593 ,672320418 ,51907258803 ,77.2
747,201106,부산광역시,산업용,22650 ,713815471 ,55405387339 ,77.6
107,201107,부산광역시,산업용,22710 ,718341727 ,67720023164 ,94.3
235,201108,부산광역시,산업용,22762 ,701604110 ,71355097176 ,101.7
363,201109,부산광역시,산업용,22803 ,687214628 ,58596828768 ,85.3
491,201110,부산광역시,산업용,22834 ,711470333 ,57331303940 ,80.6
619,201111,부산광역시,산업용,22843 ,709300058 ,67339791718 ,94.9
747,201112,부산광역시,산업용,22882 ,738723497 ,75247323385 ,101.9
107,201201,부산광역시,산업용,22943 ,721009547 ,75960247946 ,105.4
235,201202,부산광역시,산업용,22971 ,730119889 ,78120816523 ,107.0
363,201203,부산광역시,산업용,23039 ,750714907 ,67353868880 ,89.7
491,201204,부산광역시,산업용,23093 ,717506098 ,63307791043 ,88.2
619,201205,부산광역시,산업용,23150 ,702835705 ,62180338461 ,88.5
747,201206,부산광역시,산업용,23224 ,667712131 ,60085056019 ,90.0
107,201207,부산광역시,산업용,23278 ,720218289 ,77379456269 ,107.4
235,201208,부산광역시,산업용,23312 ,708081660 ,82193335528 ,116.1
363,201209,부산광역시,산업용,23358 ,699859415 ,69148991916 ,98.8
491,201210,부산광역시,산업용,23354 ,663859514 ,64305075284 ,96.9
627,201211,부산광역시,산업용,23351 ,728711901 ,82474791814 ,113.2
763,201212,부산광역시,산업용,23412 ,737653824 ,82742868702 ,112.2
107,201301,부산광역시,산업용,23429 ,740620584 ,86157768800 ,116.3
243,201302,부산광역시,산업용,23501 ,676845417 ,82215905793 ,121.5
379,201303,부산광역시,산업용,23539 ,704913069 ,71005897041 ,100.7
515,201304,부산광역시,산업용,23605 ,714675209 ,70059485500 ,98.0
651,201305,부산광역시,산업용,23686 ,679077200 ,67773153867 ,99.8
787,201306,부산광역시,산업용,23719 ,685341682 ,67772623593 ,98.9
107,201307,부산광역시,산업용,23748 ,722153661 ,86528513071 ,119.8
243,201308,부산광역시,산업용,23790 ,685677004 ,84021506867 ,122.5
379,201309,부산광역시,산업용,23831 ,676703204 ,70008483839 ,103.5
515,201310,부산광역시,산업용,23847 ,679995608 ,67389431518 ,99.1
651,201311,부산광역시,산업용,23884 ,697634516 ,83560782918 ,119.8
787,201312,부산광역시,산업용,23906 ,714192902 ,89132858737 ,124.8
107,201401,부산광역시,산업용,23930 ,705998482 ,88524550546 ,125.4
243,201402,부산광역시,산업용,23987 ,662689707 ,84805249121 ,128.0
379,201403,부산광역시,산업용,24042 ,711610784 ,74727156578 ,105.0
515,201404,부산광역시,산업용,24084 ,724796213 ,73736019260 ,101.7
651,201405,부산광역시,산업용,24133 ,685856883 ,70290000477 ,102.5
787,201406,부산광역시,산업용,24162 ,688906542 ,84128741718 ,122.1
107,201407,부산광역시,산업용,24228 ,725872637 ,94257985345 ,129.9
243,201408,부산광역시,산업용,24266 ,684404543 ,87794265347 ,128.3
379,201409,부산광역시,산업용,24296 ,683276076 ,73933313702 ,108.2
515,201410,부산광역시,산업용,24342 ,700035767 ,71758659078 ,102.5
651,201411,부산광역시,산업용,24402 ,685883791 ,84379421863 ,123.0
787,201412,부산광역시,산업용,24455 ,707283887 ,89558687392 ,126.6
107,201501,부산광역시,산업용,24513 ,723831996 ,90865027627 ,125.5
243,201502,부산광역시,산업용,24564 ,644492437 ,82469494434 ,128.0
379,201503,부산광역시,산업용,24576 ,684234938 ,73008105274 ,106.7
515,201504,부산광역시,산업용,24596 ,710065593 ,73258521978 ,103.2
651,201505,부산광역시,산업용,24610 ,672772428 ,69481842257 ,103.3
787,201506,부산광역시,산업용,24667 ,683903022 ,86147414713 ,126.0
107,201507,부산광역시,산업용,24745 ,718072918 ,94586987283 ,131.7
243,201508,부산광역시,산업용,24797 ,684302370 ,87583585777 ,128.0
379,201509,부산광역시,산업용,24839 ,700729453 ,75485384745 ,107.7
515,201510,부산광역시,산업용,24842 ,674773333 ,70068567108 ,103.8
651,201511,부산광역시,산업용,24873 ,680375062 ,83825534828 ,123.2
787,201512,부산광역시,산업용,24897 ,696246832 ,88383847902 ,126.9
107,201601,부산광역시,산업용,24925 ,712403026 ,88647446269 ,124.4
243,201602,부산광역시,산업용,24943 ,670760772 ,84704402965 ,126.3
379,201603,부산광역시,산업용,24941 ,716525984 ,76077824926 ,106.2
515,201604,부산광역시,산업용,24967 ,689895774 ,71120573499 ,103.1
651,201605,부산광역시,산업용,24978 ,674478492 ,70635594005 ,104.7
787,201606,부산광역시,산업용,25013 ,684422027 ,86616796645 ,126.6
107,201607,부산광역시,산업용,25043 ,711177488 ,92383228524 ,129.9
243,201608,부산광역시,산업용,25042 ,679336274 ,90208710351 ,132.8
379,201609,부산광역시,산업용,25061 ,677176927 ,74997575350 ,110.8
515,201610,부산광역시,산업용,25076 ,697416203 ,72969114831 ,104.6
651,201611,부산광역시,산업용,25090 ,706890861 ,88694430095 ,125.5
787,201612,부산광역시,산업용,25086 ,729990337 ,93329363374 ,127.9
107,201701,부산광역시,산업용,25097 ,730122964 ,92106622298 ,126.2
243,201702,부산광역시,산업용,25115 ,716373133 ,90581837319 ,126.4
379,201703,부산광역시,산업용,25097 ,732262092 ,78471376063 ,107.2
515,201704,부산광역시,산업용,25108 ,734611365 ,75642967948 ,103.0
651,201705,부산광역시,산업용,25117 ,711391258 ,73571844564 ,103.4
787,201706,부산광역시,산업용,25094 ,730931545 ,91748260887 ,125.5
107,201707,부산광역시,산업용,25085 ,755944257 ,97634737784 ,129.2
243,201708,부산광역시,산업용,25118 ,742744057 ,96512302019 ,129.9
379,201709,부산광역시,산업용,25117 ,773209254 ,82515196333 ,106.7
515,201710,부산광역시,산업용,25101 ,672105959 ,69877343113 ,104.0
651,201711,부산광역시,산업용,25123 ,755576728 ,93323873748 ,123.5
787,201712,부산광역시,산업용,25102 ,780605101 ,97308533386 ,124.7
107,201801,부산광역시,산업용,25079 ,785788309 ,98237620503 ,125.0
243,201802,부산광역시,산업용,25091 ,705827864 ,89817127080 ,127.3
379,201803,부산광역시,산업용,25082 ,727439750 ,77048490249 ,105.9
515,201804,부산광역시,산업용,25110 ,712849930 ,73973575311 ,103.8
651,201805,부산광역시,산업용,25117 ,698614414 ,72292296171 ,103.5
787,201806,부산광역시,산업용,25110 ,703573092 ,86916015510 ,123.5
107,201807,부산광역시,산업용,25113 ,737417811 ,95559670586 ,129.6
243,201808,부산광역시,산업용,25117 ,723852632 ,94064128540 ,129.9
379,201809,부산광역시,산업용,25107 ,728841716 ,77292842929 ,106.0
515,201810,부산광역시,산업용,25100 ,710325065 ,72491416762 ,102.1
651,201811,부산광역시,산업용,25098 ,726844443 ,89315534047 ,122.9
787,201812,부산광역시,산업용,25072 ,705211567 ,88281490257 ,125.2
93,201901,부산광역시,산업용,25047 ,759467776 ,94170341496 ,124 
229,201902,부산광역시,산업용,25052 ,655771401 ,83142252079 ,126.8 
365,201903,부산광역시,산업용,25050 ,709199946 ,75200530328 ,106 
501,201905,부산광역시,산업용,25045 ,697287794 ,71828681786 ,103 
115,201001,서울특별시,산업용,43856 ,507859467 ,38011410965 ,74.8
243,201002,서울특별시,산업용,43908 ,485747295 ,36812602639 ,75.8
371,201003,서울특별시,산업용,43837 ,437905920 ,32082879614 ,73.3
499,201004,서울특별시,산업용,43866 ,453669055 ,32012099818 ,70.6
627,201005,서울특별시,산업용,44035 ,425767718 ,30651723525 ,72.0
755,201006,서울특별시,산업용,44105 ,452723931 ,32593189830 ,72.0
115,201007,서울특별시,산업용,44166 ,488932006 ,39915305627 ,81.6
243,201008,서울특별시,산업용,44253 ,520639115 ,44713852612 ,85.9
371,201009,서울특별시,산업용,44322 ,490443316 ,38981776878 ,79.5
499,201010,서울특별시,산업용,44355 ,404177235 ,32429753128 ,80.2
627,201011,서울특별시,산업용,44389 ,444264960 ,36003813996 ,81.0
755,201012,서울특별시,산업용,44262 ,470550165 ,38397391310 ,81.6
115,201101,서울특별시,산업용,44288 ,506802330 ,41385149770 ,81.7
243,201102,서울특별시,산업용,44352 ,469675461 ,38948092488 ,82.9
371,201103,서울특별시,산업용,44406 ,438255487 ,34004851147 ,77.6
499,201104,서울특별시,산업용,44507 ,441509290 ,33266851409 ,75.3
627,201105,서울특별시,산업용,44591 ,401023842 ,31180667943 ,77.8
755,201106,서울특별시,산업용,44593 ,449172965 ,32821629967 ,73.1
115,201107,서울특별시,산업용,44634 ,461417456 ,39988447858 ,86.7
243,201108,서울특별시,산업용,44685 ,476557930 ,45219875182 ,94.9
371,201109,서울특별시,산업용,44730 ,462875847 ,39251960737 ,84.8
499,201110,서울특별시,산업용,44752 ,415399434 ,33287958337 ,80.1
627,201111,서울특별시,산업용,44698 ,416034183 ,36300344733 ,87.3
755,201112,서울특별시,산업용,44609 ,435488335 ,40720890890 ,93.5
115,201201,서울특별시,산업용,44673 ,476003025 ,45226651491 ,95.0
243,201202,서울특별시,산업용,44774 ,463841697 ,45391576807 ,97.9
371,201203,서울특별시,산업용,44875 ,427809208 ,37762695052 ,88.3
499,201204,서울특별시,산업용,44931 ,417451527 ,34511175769 ,82.7
627,201205,서울특별시,산업용,45144 ,397270311 ,33503504292 ,84.3
755,201206,서울특별시,산업용,45205 ,414217747 ,34733406838 ,83.9
115,201207,서울특별시,산업용,45245 ,433159305 ,41988310804 ,96.9
243,201208,서울특별시,산업용,45324 ,465244114 ,48758722401 ,104.8
371,201209,서울특별시,산업용,45351 ,437311630 ,42220868295 ,96.5
499,201210,서울특별시,산업용,45344 ,389931306 ,35773370718 ,91.7
635,201211,서울특별시,산업용,45320 ,402244551 ,42531794094 ,105.7
771,201212,서울특별시,산업용,45311 ,454896529 ,46288549965 ,101.8
115,201301,서울특별시,산업용,45391 ,465978880 ,49716106260 ,106.7
251,201302,서울특별시,산업용,45432 ,446448535 ,48793347653 ,109.3
387,201303,서울특별시,산업용,45494 ,406164106 ,40462546247 ,99.6
523,201304,서울특별시,산업용,45569 ,410040042 ,38807310378 ,94.6
659,201305,서울특별시,산업용,45694 ,408013370 ,38143239613 ,93.5
795,201306,서울특별시,산업용,45760 ,411267448 ,39562305461 ,96.2
115,201307,서울특별시,산업용,45790 ,433042771 ,48162550374 ,111.2
251,201308,서울특별시,산업용,45874 ,463562526 ,53365029733 ,115.1
387,201309,서울특별시,산업용,45895 ,435678833 ,44691719647 ,102.6
523,201310,서울특별시,산업용,45847 ,389261058 ,37593033379 ,96.6
659,201311,서울특별시,산업용,45812 ,403727823 ,44417955720 ,110.0
795,201312,서울특별시,산업용,45674 ,439140319 ,51911043088 ,118.2
115,201401,서울특별시,산업용,45686 ,444682227 ,51966122164 ,116.9
251,201402,서울특별시,산업용,45756 ,426308679 ,50478900200 ,118.4
387,201403,서울특별시,산업용,45791 ,401914864 ,42468373833 ,105.7
523,201404,서울특별시,산업용,45812 ,401064413 ,39775795562 ,99.2
659,201405,서울특별시,산업용,45960 ,380016583 ,38747808563 ,102.0
795,201406,서울특별시,산업용,45983 ,403882922 ,47163472305 ,116.8
115,201407,서울특별시,산업용,46000 ,437838420 ,55450274677 ,126.6
251,201408,서울특별시,산업용,46084 ,448389560 ,55354691985 ,123.5
387,201409,서울특별시,산업용,46093 ,425746369 ,46368942786 ,108.9
523,201410,서울특별시,산업용,46071 ,391450311 ,40231360313 ,102.8
659,201411,서울특별시,산업용,45999 ,391308611 ,46271567847 ,118.2
795,201412,서울특별시,산업용,45926 ,432053994 ,53501308097 ,123.8
115,201501,서울특별시,산업용,45927 ,462259628 ,55439286753 ,119.9
251,201502,서울특별시,산업용,45973 ,437381355 ,53742034957 ,122.9
387,201503,서울특별시,산업용,45981 ,403283677 ,43620913936 ,108.2
523,201504,서울특별시,산업용,46002 ,402754695 ,41470590826 ,103.0
659,201505,서울특별시,산업용,46117 ,382777164 ,41543324900 ,108.5
795,201506,서울특별시,산업용,46135 ,405439664 ,48466979958 ,119.5
115,201507,서울특별시,산업용,46143 ,431038396 ,56411422627 ,130.9
251,201508,서울특별시,산업용,46139 ,459675866 ,59767493520 ,130.0
387,201509,서울특별시,산업용,46177 ,438877629 ,47119576128 ,107.4
523,201510,서울특별시,산업용,46136 ,384693785 ,40405037158 ,105.0
659,201511,서울특별시,산업용,46043 ,394754033 ,47554544920 ,120.5
795,201512,서울특별시,산업용,45901 ,419047576 ,52884054699 ,126.2
115,201601,서울특별시,산업용,45904 ,438093989 ,53297366981 ,121.7
251,201602,서울특별시,산업용,45921 ,438641858 ,52983385777 ,120.8
387,201603,서울특별시,산업용,45989 ,426965456 ,45931078512 ,107.6
523,201604,서울특별시,산업용,45969 ,401799493 ,41147210825 ,102.4
659,201605,서울특별시,산업용,46051 ,384312061 ,40333513149 ,104.9
795,201606,서울특별시,산업용,46073 ,408942245 ,49452086816 ,120.9
115,201607,서울특별시,산업용,46113 ,436262014 ,56597283671 ,129.7
251,201608,서울특별시,산업용,46159 ,479711069 ,61376589041 ,127.9
387,201609,서울특별시,산업용,46230 ,443576761 ,50174208726 ,113.1
523,201610,서울특별시,산업용,46214 ,394824800 ,42242129953 ,107.0
659,201611,서울특별시,산업용,46161 ,406288599 ,49279282415 ,121.3
795,201612,서울특별시,산업용,46094 ,429718015 ,54253963250 ,126.3
115,201701,서울특별시,산업용,46006 ,452002242 ,56161082586 ,124.2
251,201702,서울특별시,산업용,46040 ,446269952 ,55166247941 ,123.6
387,201703,서울특별시,산업용,46009 ,410264868 ,45460631769 ,110.8
523,201704,서울특별시,산업용,46053 ,396970413 ,41522709336 ,104.6
659,201705,서울특별시,산업용,46126 ,372769262 ,39959881544 ,107.2
795,201706,서울특별시,산업용,46126 ,402055486 ,49516523972 ,123.2
115,201707,서울특별시,산업용,46145 ,444371505 ,58037805871 ,130.6
251,201708,서울특별시,산업용,46143 ,474692880 ,61206397383 ,128.9
387,201709,서울특별시,산업용,46153 ,439650453 ,49979852938 ,113.7
523,201710,서울특별시,산업용,46091 ,379925760 ,40550639673 ,106.7
659,201711,서울특별시,산업용,45968 ,409482940 ,49467719943 ,120.8
795,201712,서울특별시,산업용,45776 ,455391484 ,56294305906 ,123.6
115,201801,서울특별시,산업용,45730 ,473720351 ,58107271919 ,122.7
251,201802,서울특별시,산업용,45731 ,472135611 ,57264045888 ,121.3
387,201803,서울특별시,산업용,45725 ,405237135 ,45167817248 ,111.5
523,201804,서울특별시,산업용,45686 ,406314870 ,42418190938 ,104.4
659,201805,서울특별시,산업용,45712 ,389893555 ,41275377198 ,105.9
795,201806,서울특별시,산업용,45662 ,404810366 ,49222176568 ,121.6
115,201807,서울특별시,산업용,45633 ,446290261 ,58718771894 ,131.6
251,201808,서울특별시,산업용,45635 ,503152921 ,64837835379 ,128.9
387,201809,서울특별시,산업용,45654 ,452073281 ,52005577392 ,115.0
523,201810,서울특별시,산업용,45617 ,383641787 ,41837740280 ,109.1
659,201811,서울특별시,산업용,45481 ,402654226 ,49523324863 ,123.0
795,201812,서울특별시,산업용,45344 ,435393030 ,55518506704 ,127.5
101,201901,서울특별시,산업용,45237 ,464109345 ,58101376865 ,125.2 
237,201902,서울특별시,산업용,45170 ,442186825 ,54877810745 ,124.1 
373,201903,서울특별시,산업용,45171 ,399569458 ,45317576109 ,113.4 
509,201905,서울특별시,산업용,45134 ,390954203 ,42225414944 ,108 
123,201001,울산광역시,산업용,5087 ,1899248453 ,136813366138 ,72.0
251,201002,울산광역시,산업용,5107 ,1693008438 ,123868708335 ,73.2
379,201003,울산광역시,산업용,5117 ,1874151621 ,120686169062 ,64.4
507,201004,울산광역시,산업용,5126 ,1856788148 ,122440967515 ,65.9
635,201005,울산광역시,산업용,5123 ,1922022761 ,119575817593 ,62.2
763,201006,울산광역시,산업용,5139 ,1892292651 ,122037345118 ,64.5
123,201007,울산광역시,산업용,5142 ,1924827865 ,160122569154 ,83.2
251,201008,울산광역시,산업용,5148 ,1942977335 ,165578552871 ,85.2
379,201009,울산광역시,산업용,5160 ,1913819747 ,127166968082 ,66.4
507,201010,울산광역시,산업용,5189 ,1897087097 ,127629455244 ,67.3
635,201011,울산광역시,산업용,5199 ,1924093826 ,154506918543 ,80.3
763,201012,울산광역시,산업용,5220 ,2009072400 ,159565569419 ,79.4
123,201101,울산광역시,산업용,5234 ,2045294980 ,160036398295 ,78.2
251,201102,울산광역시,산업용,5233 ,1753003454 ,138509444567 ,79.0
379,201103,울산광역시,산업용,5247 ,1987663412 ,133270254664 ,67.0
507,201104,울산광역시,산업용,5271 ,2016639098 ,135575887315 ,67.2
635,201105,울산광역시,산업용,5298 ,2054365328 ,134848559634 ,65.6
763,201106,울산광역시,산업용,5330 ,2090526246 ,139099926525 ,66.5
123,201107,울산광역시,산업용,5343 ,2158550155 ,182305662243 ,84.5
251,201108,울산광역시,산업용,5360 ,2046873442 ,183097087174 ,89.5
379,201109,울산광역시,산업용,5401 ,2054264750 ,144035312507 ,70.1
507,201110,울산광역시,산업용,5393 ,2083821004 ,144903570869 ,69.5
635,201111,울산광역시,산업용,5401 ,2045658450 ,177448229760 ,86.7
763,201112,울산광역시,산업용,5431 ,2083100282 ,196670858974 ,94.4
123,201201,울산광역시,산업용,5437 ,2121309227 ,194171894424 ,91.5
251,201202,울산광역시,산업용,5457 ,2026454227 ,192317466938 ,94.9
379,201203,울산광역시,산업용,5484 ,2153786677 ,160393319686 ,74.5
507,201204,울산광역시,산업용,5533 ,2029215499 ,151642886126 ,74.7
635,201205,울산광역시,산업용,5575 ,2158177667 ,161594285195 ,74.9
763,201206,울산광역시,산업용,5618 ,2113658145 ,160132611882 ,75.8
123,201207,울산광역시,산업용,5634 ,2202607419 ,209889932855 ,95.3
251,201208,울산광역시,산업용,5655 ,2093839432 ,217042549874 ,103.7
379,201209,울산광역시,산업용,5673 ,2130107884 ,174723371642 ,82.0
515,201210,울산광역시,산업용,5681 ,2167597140 ,166247540370 ,76.7
651,201211,울산광역시,산업용,5688 ,2101219565 ,212378847157 ,101.1
787,201212,울산광역시,산업용,5706 ,2217952141 ,215606620193 ,97.2
131,201301,울산광역시,산업용,5711 ,2219587355 ,227035672084 ,102.3
267,201302,울산광역시,산업용,5729 ,1944756677 ,203339372643 ,104.6
403,201303,울산광역시,산업용,5739 ,2050378821 ,171689507912 ,83.7
539,201304,울산광역시,산업용,5761 ,2081490282 ,176036445821 ,84.6
675,201305,울산광역시,산업용,5766 ,2183269406 ,182536631734 ,83.6
811,201306,울산광역시,산업용,5783 ,2202685739 ,182099996589 ,82.7
131,201307,울산광역시,산업용,5819 ,2270181357 ,241754687477 ,106.5
267,201308,울산광역시,산업용,5847 ,2148188282 ,224540424310 ,104.5
403,201309,울산광역시,산업용,5825 ,2250405272 ,187157732797 ,83.2
539,201310,울산광역시,산업용,5833 ,2267336048 ,187684122127 ,82.8
675,201311,울산광역시,산업용,5842 ,2203162551 ,235881465090 ,107.1
811,201312,울산광역시,산업용,5864 ,2291003578 ,247656259415 ,108.1
131,201401,울산광역시,산업용,5901 ,2222532029 ,239070073651 ,107.6
267,201402,울산광역시,산업용,5918 ,2014621200 ,223887732532 ,111.1
403,201403,울산광역시,산업용,5921 ,2248137748 ,194707181755 ,86.6
539,201404,울산광역시,산업용,5938 ,2187498835 ,192292877304 ,87.9
675,201405,울산광역시,산업용,5937 ,2206581997 ,191055263102 ,86.6
811,201406,울산광역시,산업용,5947 ,2158054201 ,233390349117 ,108.1
131,201407,울산광역시,산업용,5962 ,2286035755 ,257423954404 ,112.6
267,201408,울산광역시,산업용,5976 ,2205874027 ,239466906998 ,108.6
403,201409,울산광역시,산업용,5984 ,2142818537 ,185525778562 ,86.6
539,201410,울산광역시,산업용,5993 ,2236405885 ,191773568673 ,85.8
675,201411,울산광역시,산업용,6015 ,2134640843 ,232222404277 ,108.8
811,201412,울산광역시,산업용,6020 ,2280289791 ,248318463865 ,108.9
131,201501,울산광역시,산업용,6026 ,2248509343 ,244130094560 ,108.6
267,201502,울산광역시,산업용,6046 ,2010920310 ,216346504234 ,107.6
403,201503,울산광역시,산업용,6058 ,2147410808 ,187794747766 ,87.5
539,201504,울산광역시,산업용,6084 ,2193140334 ,191578588610 ,87.4
675,201505,울산광역시,산업용,6092 ,2235075028 ,190325313128 ,85.2
811,201506,울산광역시,산업용,6117 ,2198170280 ,243414420418 ,110.7
131,201507,울산광역시,산업용,6135 ,2312654012 ,269482993863 ,116.5
267,201508,울산광역시,산업용,6158 ,2238453893 ,232560227815 ,103.9
403,201509,울산광역시,산업용,6183 ,2205223710 ,190908036090 ,86.6
539,201510,울산광역시,산업용,6192 ,2185129955 ,188849854999 ,86.4
675,201511,울산광역시,산업용,6217 ,2139682578 ,233835628335 ,109.3
811,201512,울산광역시,산업용,6239 ,2305991401 ,252329660012 ,109.4
131,201601,울산광역시,산업용,6247 ,2343088921 ,250275839397 ,106.8
267,201602,울산광역시,산업용,6248 ,2200653226 ,235159367932 ,106.9
403,201603,울산광역시,산업용,6247 ,2428034835 ,209375073331 ,86.2
539,201604,울산광역시,산업용,6239 ,2333396471 ,200693191846 ,86.0
675,201605,울산광역시,산업용,6240 ,2364444937 ,201880596759 ,85.4
811,201606,울산광역시,산업용,6264 ,2358981141 ,257102078202 ,109.0
131,201607,울산광역시,산업용,6278 ,2440051144 ,265644476825 ,108.9
267,201608,울산광역시,산업용,6287 ,2350202015 ,259277753579 ,110.3
403,201609,울산광역시,산업용,6299 ,2363898908 ,202645037884 ,85.7
539,201610,울산광역시,산업용,6298 ,2381633504 ,204342095309 ,85.8
675,201611,울산광역시,산업용,6308 ,2182568020 ,242011222074 ,110.9
811,201612,울산광역시,산업용,6315 ,2341248694 ,257497479756 ,110.0
131,201701,울산광역시,산업용,6312 ,2324895429 ,246987912327 ,106.2
267,201702,울산광역시,산업용,6311 ,2117225370 ,235159616251 ,111.1
403,201703,울산광역시,산업용,6325 ,2332010618 ,202229710617 ,86.7
539,201704,울산광역시,산업용,6335 ,2232652442 ,193758125019 ,86.8
675,201705,울산광역시,산업용,6352 ,2300911172 ,198054250633 ,86.1
811,201706,울산광역시,산업용,6360 ,2214764102 ,244548769666 ,110.4
131,201707,울산광역시,산업용,6343 ,2424404891 ,265846028007 ,109.7
267,201708,울산광역시,산업용,6347 ,2372641586 ,261293441139 ,110.1
403,201709,울산광역시,산업용,6345 ,2347479496 ,204786423749 ,87.2
539,201710,울산광역시,산업용,6361 ,2320727610 ,193956124612 ,83.6
675,201711,울산광역시,산업용,6349 ,2198850686 ,242295617888 ,110.2
811,201712,울산광역시,산업용,6349 ,2338672366 ,249204547408 ,106.6
131,201801,울산광역시,산업용,6353 ,2399889441 ,258638893553 ,107.8
267,201802,울산광역시,산업용,6367 ,2196796900 ,232493450772 ,105.8
403,201803,울산광역시,산업용,6381 ,2362113549 ,199535786399 ,84.5
539,201804,울산광역시,산업용,6385 ,2294225863 ,194321898028 ,84.7
675,201805,울산광역시,산업용,6400 ,2452692999 ,202975606506 ,82.8
811,201806,울산광역시,산업용,6411 ,2463424072 ,255012768305 ,103.5
131,201807,울산광역시,산업용,6417 ,2568387292 ,273497427413 ,106.5
267,201808,울산광역시,산업용,6425 ,2624043924 ,277922625225 ,105.9
403,201809,울산광역시,산업용,6452 ,2549221323 ,207450419685 ,81.4
539,201810,울산광역시,산업용,6464 ,2535957900 ,208311746128 ,82.1
675,201811,울산광역시,산업용,6469 ,2471699046 ,261498345612 ,105.8
811,201812,울산광역시,산업용,6465 ,2615346248 ,267968139410 ,102.5
117,201901,울산광역시,산업용,6481 ,2625869541 ,273898412317 ,104.3 
253,201902,울산광역시,산업용,6481 ,2250441171 ,235967359774 ,104.9 
389,201903,울산광역시,산업용,6477 ,2488477013 ,206168596155 ,82.8 
525,201905,울산광역시,산업용,6506 ,2492424990 ,207986973473 ,83.4 
131,201001,인천광역시,산업용,16426 ,1119519137 ,87227655422 ,77.9
259,201002,인천광역시,산업용,16432 ,986612219 ,79197460323 ,80.3
387,201003,인천광역시,산업용,16467 ,1075058124 ,76382346200 ,71.0
515,201004,인천광역시,산업용,16495 ,1060195060 ,74045426410 ,69.8
643,201005,인천광역시,산업용,16507 ,1021795000 ,70877220597 ,69.4
771,201006,인천광역시,산업용,16532 ,1026385281 ,72525068006 ,70.7
131,201007,인천광역시,산업용,16522 ,1003373823 ,88411240110 ,88.1
259,201008,인천광역시,산업용,16552 ,999816006 ,92281650225 ,92.3
387,201009,인천광역시,산업용,16584 ,990425246 ,75943309882 ,76.7
515,201010,인천광역시,산업용,16589 ,1012564725 ,74977871838 ,74.0
643,201011,인천광역시,산업용,16625 ,1057505345 ,89933444234 ,85.0
771,201012,인천광역시,산업용,16664 ,1134228515 ,96817193476 ,85.4
131,201101,인천광역시,산업용,16684 ,1181149003 ,99420423221 ,84.2
259,201102,인천광역시,산업용,16689 ,954218470 ,81899824591 ,85.8
387,201103,인천광역시,산업용,16692 ,1128078399 ,82965696246 ,73.5
