,date,place,usage,고객호수,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
51,201001,강원도,산업용,10295 ,463950773 ,35139335712 ,75.7
179,201002,강원도,산업용,10317 ,422910243 ,32495554645 ,76.8
307,201003,강원도,산업용,10316 ,517990816 ,34865302481 ,67.3
435,201004,강원도,산업용,10370 ,534291666 ,35837294235 ,67.1
563,201005,강원도,산업용,10401 ,552798158 ,36102869755 ,65.3
691,201006,강원도,산업용,10442 ,555653248 ,36892838836 ,66.4
51,201007,강원도,산업용,10518 ,519317358 ,43514434931 ,83.8
179,201008,강원도,산업용,10572 ,486324103 ,42584423469 ,87.6
307,201009,강원도,산업용,10622 ,475862246 ,34456881597 ,72.4
435,201010,강원도,산업용,10642 ,546945649 ,38087119329 ,69.6
563,201011,강원도,산업용,10752 ,567036330 ,46532417979 ,82.1
691,201012,강원도,산업용,10852 ,574760250 ,46968406506 ,81.7
51,201101,강원도,산업용,10897 ,543621151 ,44441563342 ,81.8
179,201102,강원도,산업용,10912 ,504535587 ,41783699836 ,82.8
307,201103,강원도,산업용,10923 ,611321099 ,42162705274 ,69.0
435,201104,강원도,산업용,10974 ,601744447 ,41985386372 ,69.8
563,201105,강원도,산업용,11013 ,616765922 ,41905550293 ,67.9
691,201106,강원도,산업용,11057 ,618944279 ,42849222153 ,69.2
51,201107,강원도,산업용,11083 ,595903573 ,50950542056 ,85.5
179,201108,강원도,산업용,11141 ,576713181 ,52988882307 ,91.9
307,201109,강원도,산업용,11156 ,604959584 ,44724133909 ,73.9
435,201110,강원도,산업용,11178 ,654763940 ,46768251857 ,71.4
563,201111,강원도,산업용,11189 ,634952657 ,55727217330 ,87.8
691,201112,강원도,산업용,11215 ,638077502 ,60394683117 ,94.7
51,201201,강원도,산업용,11259 ,581408142 ,55187040829 ,94.9
179,201202,강원도,산업용,11258 ,537959873 ,53040030542 ,98.6
307,201203,강원도,산업용,11271 ,614494922 ,48282035458 ,78.6
435,201204,강원도,산업용,11282 ,602629232 ,46754679507 ,77.6
563,201205,강원도,산업용,11329 ,623123684 ,49511573284 ,79.5
691,201206,강원도,산업용,11364 ,623503577 ,50719881243 ,81.3
51,201207,강원도,산업용,11454 ,602175744 ,59179825035 ,98.3
179,201208,강원도,산업용,11451 ,557897312 ,57623638877 ,103.3
307,201209,강원도,산업용,11488 ,548144972 ,47263051441 ,86.2
435,201210,강원도,산업용,11588 ,581388466 ,48256848625 ,83.0
571,201211,강원도,산업용,11517 ,581731734 ,59750179141 ,102.7
707,201212,강원도,산업용,11540 ,606718083 ,61116263717 ,100.7
51,201301,강원도,산업용,11584 ,554660933 ,58051485269 ,104.7
187,201302,강원도,산업용,11581 ,495934431 ,53846943780 ,108.6
323,201303,강원도,산업용,11564 ,586599870 ,51552641665 ,87.9
459,201304,강원도,산업용,11583 ,602432845 ,52574360079 ,87.3
595,201305,강원도,산업용,11620 ,629470495 ,54254015694 ,86.2
731,201306,강원도,산업용,11633 ,602470154 ,52271250409 ,86.8
51,201307,강원도,산업용,11659 ,565264620 ,60224954727 ,106.5
187,201308,강원도,산업용,11674 ,548367685 ,58070735454 ,105.9
323,201309,강원도,산업용,11737 ,565758684 ,50142322223 ,88.6
459,201310,강원도,산업용,11760 ,586656580 ,51101983429 ,87.1
595,201311,강원도,산업용,11795 ,590577713 ,64445549971 ,109.1
731,201312,강원도,산업용,11872 ,603102513 ,67208842432 ,111.4
51,201401,강원도,산업용,11908 ,567932145 ,63400353362 ,111.6
187,201402,강원도,산업용,11896 ,496798838 ,57696810842 ,116.1
323,201403,강원도,산업용,11896 ,592497537 ,54754126719 ,92.4
459,201404,강원도,산업용,11920 ,593474052 ,54438975321 ,91.7
595,201405,강원도,산업용,11958 ,611485973 ,54870833515 ,89.7
731,201406,강원도,산업용,12000 ,586997811 ,63763854065 ,108.6
51,201407,강원도,산업용,12040 ,605010420 ,70060007675 ,115.8
187,201408,강원도,산업용,12107 ,577545076 ,64875891439 ,112.3
323,201409,강원도,산업용,12138 ,584131577 ,54356357389 ,93.1
459,201410,강원도,산업용,12157 ,631119925 ,56999807710 ,90.3
595,201411,강원도,산업용,12173 ,620661127 ,69300416819 ,111.7
731,201412,강원도,산업용,12186 ,616100631 ,70174293947 ,113.9
51,201501,강원도,산업용,12216 ,585592815 ,67086006515 ,114.6
187,201502,강원도,산업용,12226 ,534452784 ,60992803650 ,114.1
323,201503,강원도,산업용,12225 ,620521169 ,57438991298 ,92.6
459,201504,강원도,산업용,12261 ,615945262 ,56900923393 ,92.4
595,201505,강원도,산업용,12280 ,636216341 ,57143815369 ,89.8
731,201506,강원도,산업용,12322 ,633287884 ,71920180203 ,113.6
51,201507,강원도,산업용,12356 ,624538663 ,72544540252 ,116.2
187,201508,강원도,산업용,12411 ,611891274 ,68802820961 ,112.4
323,201509,강원도,산업용,12435 ,623787954 ,57869626913 ,92.8
459,201510,강원도,산업용,12466 ,650034319 ,59149090885 ,91.0
595,201511,강원도,산업용,12506 ,589781419 ,66281245326 ,112.4
731,201512,강원도,산업용,12532 ,629579532 ,71619907010 ,113.8
51,201601,강원도,산업용,12571 ,586635833 ,66759603198 ,113.8
187,201602,강원도,산업용,12588 ,529649384 ,60761276156 ,114.7
323,201603,강원도,산업용,12608 ,605570851 ,57619985657 ,95.1
459,201604,강원도,산업용,12650 ,707587252 ,57292283306 ,81.0
595,201605,강원도,산업용,12681 ,639472522 ,58238363772 ,91.1
731,201606,강원도,산업용,12719 ,606478651 ,69095545719 ,113.9
51,201607,강원도,산업용,12780 ,625637196 ,71791357407 ,114.7
187,201608,강원도,산업용,12797 ,614149071 ,71619476715 ,116.6
323,201609,강원도,산업용,12828 ,606281460 ,57187191500 ,94.3
459,201610,강원도,산업용,12893 ,632047651 ,58099663147 ,91.9
595,201611,강원도,산업용,12951 ,624531295 ,71396105776 ,114.3
731,201612,강원도,산업용,12984 ,638167336 ,74227420896 ,116.3
51,201701,강원도,산업용,13052 ,598024331 ,72322211422 ,120.9
187,201702,강원도,산업용,13063 ,554832664 ,65654432975 ,118.3
323,201703,강원도,산업용,13071 ,622165166 ,58991981628 ,94.8
459,201704,강원도,산업용,13111 ,616919215 ,57589615359 ,93.4
595,201705,강원도,산업용,13128 ,627625262 ,58416262324 ,93.1
731,201706,강원도,산업용,13189 ,612544625 ,70892882175 ,115.7
51,201707,강원도,산업용,13192 ,606606453 ,71347867602 ,117.6
187,201708,강원도,산업용,13229 ,581564103 ,68951143500 ,118.6
323,201709,강원도,산업용,13231 ,586710393 ,57461521182 ,97.9
459,201710,강원도,산업용,13225 ,611076093 ,55788791391 ,91.3
595,201711,강원도,산업용,13267 ,639040996 ,73653376648 ,115.3
731,201712,강원도,산업용,13290 ,635258893 ,73174204496 ,115.2
51,201801,강원도,산업용,13316 ,583013251 ,68524411231 ,117.5
187,201802,강원도,산업용,13340 ,551599238 ,64032697705 ,116.1
323,201803,강원도,산업용,13354 ,600729214 ,57477992330 ,95.7
459,201804,강원도,산업용,13371 ,596955880 ,56249516502 ,94.2
595,201805,강원도,산업용,13381 ,597656694 ,56133308141 ,93.9
731,201806,강원도,산업용,13414 ,601239070 ,67785824642 ,112.7
51,201807,강원도,산업용,13451 ,605090418 ,70893152620 ,117.2
187,201808,강원도,산업용,13475 ,581020155 ,67952752038 ,117.0
323,201809,강원도,산업용,13504 ,564388271 ,53788199567 ,95.3
459,201810,강원도,산업용,13541 ,597856215 ,55449630168 ,92.7
595,201811,강원도,산업용,13574 ,608143205 ,69411050902 ,114.1
731,201812,강원도,산업용,13602 ,606504952 ,69111240315 ,114.0
37,201901,강원도,산업용,13629 ,582592914 ,68486540482 ,117.6 
173,201902,강원도,산업용,13627 ,499178837 ,57432841579 ,115.1 
309,201903,강원도,산업용,13642 ,570260843 ,55498624384 ,97.3 
445,201905,강원도,산업용,13672 ,586932298 ,55053820156 ,93.8 
59,201001,경기도,산업용,96802 ,4018117308 ,315136795695 ,78.4
187,201002,경기도,산업용,97066 ,3835305895 ,303545368396 ,79.1
315,201003,경기도,산업용,97212 ,3837089474 ,277092905318 ,72.2
443,201004,경기도,산업용,97554 ,3913331448 ,277432917629 ,70.9
571,201005,경기도,산업용,97842 ,3783500887 ,265883567826 ,70.3
699,201006,경기도,산업용,98149 ,3871397578 ,276283917333 ,71.4
59,201007,경기도,산업용,98452 ,4070133169 ,354843526857 ,87.2
187,201008,경기도,산업용,98791 ,4029008403 ,373542410933 ,92.7
315,201009,경기도,산업용,99032 ,3937083799 ,304808781078 ,77.4
443,201010,경기도,산업용,99388 ,3666460064 ,276039162256 ,75.3
571,201011,경기도,산업용,99656 ,4160647787 ,347586658173 ,83.5
699,201012,경기도,산업용,99847 ,4308334440 ,369006189492 ,85.6
59,201101,경기도,산업용,100064 ,4563549970 ,385519311152 ,84.5
187,201102,경기도,산업용,100383 ,4139403698 ,354728705082 ,85.7
315,201103,경기도,산업용,100577 ,4242080316 ,318511742338 ,75.1
443,201104,경기도,산업용,101025 ,4162320590 ,306618618741 ,73.7
571,201105,경기도,산업용,101318 ,4044865785 ,296636910264 ,73.3
699,201106,경기도,산업용,101599 ,4123123016 ,306190132845 ,74.3
59,201107,경기도,산업용,101895 ,4322852614 ,389016157663 ,90.0
187,201108,경기도,산업용,102182 ,4184244741 ,408863867240 ,97.7
315,201109,경기도,산업용,102421 ,4053895243 ,331210255336 ,81.7
443,201110,경기도,산업용,102688 ,4095166173 ,316377766678 ,77.3
571,201111,경기도,산업용,102891 ,4174580304 ,379717470053 ,91.0
699,201112,경기도,산업용,103134 ,4405269899 ,432406385999 ,98.2
59,201201,경기도,산업용,103378 ,4566180660 ,453624521628 ,99.3
187,201202,경기도,산업용,103641 ,4473620858 ,458009453486 ,102.4
315,201203,경기도,산업용,103926 ,4468037408 ,384567295400 ,86.1
443,201204,경기도,산업용,104230 ,4291965866 ,358632327985 ,83.6
571,201205,경기도,산업용,104552 ,4209758934 ,355251632622 ,84.4
699,201206,경기도,산업용,104862 ,4247167138 ,358185435829 ,84.3
59,201207,경기도,산업용,105082 ,4409916597 ,452852497221 ,102.7
187,201208,경기도,산업용,105246 ,4392583484 ,490456405567 ,111.7
315,201209,경기도,산업용,105431 ,4266790435 ,398850782999 ,93.5
443,201210,경기도,산업용,105604 ,4132456236 ,374547957414 ,90.6
579,201211,경기도,산업용,105908 ,4422098553 ,474145970237 ,107.2
715,201212,경기도,산업용,106126 ,4721191293 ,501001592444 ,106.1
59,201301,경기도,산업용,106411 ,4870413478 ,532644940416 ,109.4
195,201302,경기도,산업용,106727 ,4452910418 ,504407364356 ,113.3
331,201303,경기도,산업용,106964 ,4511274600 ,429310146905 ,95.2
467,201304,경기도,산업용,107346 ,4477366451 ,414998680772 ,92.7
603,201305,경기도,산업용,107684 ,4413901325 ,410878907321 ,93.1
739,201306,경기도,산업용,108005 ,4399138375 ,408076691762 ,92.8
59,201307,경기도,산업용,108257 ,4607905743 ,524948023802 ,113.9
195,201308,경기도,산업용,108507 ,4561274419 ,530228673350 ,116.2
331,201309,경기도,산업용,108767 ,4343850619 ,422189856201 ,97.2
467,201310,경기도,산업용,109020 ,4332880501 ,403666663643 ,93.2
603,201311,경기도,산업용,109215 ,4495720349 ,508403822253 ,113.1
739,201312,경기도,산업용,109535 ,4773134169 ,561674196888 ,117.7
59,201401,경기도,산업용,109861 ,4853126054 ,566504689205 ,116.7
195,201402,경기도,산업용,110171 ,4503995388 ,541900519440 ,120.3
331,201403,경기도,산업용,110450 ,4641937852 ,460966612468 ,99.3
467,201404,경기도,산업용,110835 ,4560606849 ,443786614857 ,97.3
603,201405,경기도,산업용,111228 ,4406915234 ,427508343030 ,97.0
739,201406,경기도,산업용,111634 ,4478707366 ,520162023855 ,116.1
59,201407,경기도,산업용,112008 ,4764338908 ,591243221300 ,124.1
195,201408,경기도,산업용,112301 ,4573833126 ,556977226391 ,121.8
331,201409,경기도,산업용,112605 ,4383642203 ,446385920964 ,101.8
467,201410,경기도,산업용,112862 ,4482410114 ,436568294781 ,97.4
603,201411,경기도,산업용,113170 ,4511645424 ,523040675073 ,115.9
739,201412,경기도,산업용,113420 ,4889142756 ,582693971390 ,119.2
59,201501,경기도,산업용,113664 ,4997455612 ,588953163679 ,117.9
195,201502,경기도,산업용,113994 ,4654338153 ,548685004822 ,117.9
331,201503,경기도,산업용,114152 ,4668977253 ,465532599704 ,99.7
467,201504,경기도,산업용,114531 ,4687511914 ,455198415727 ,97.1
603,201505,경기도,산업용,114848 ,4507133174 ,436598639862 ,96.9
739,201506,경기도,산업용,115316 ,4605335404 ,556369080520 ,120.8
59,201507,경기도,산업용,115572 ,4689497258 ,588401325135 ,125.5
195,201508,경기도,산업용,115936 ,4914070131 ,590473500707 ,120.2
331,201509,경기도,산업용,116261 ,4682064047 ,473495329501 ,101.1
467,201510,경기도,산업용,116503 ,4543864640 ,440151564706 ,96.9
603,201511,경기도,산업용,116813 ,4657230376 ,539922494334 ,115.9
739,201512,경기도,산업용,117014 ,4919161782 ,592367263621 ,120.4
59,201601,경기도,산업용,117362 ,5050182277 ,587942056542 ,116.4
195,201602,경기도,산업용,117580 ,4844967606 ,564877448297 ,116.6
331,201603,경기도,산업용,117882 ,4947321460 ,490177635618 ,99.1
467,201604,경기도,산업용,118223 ,4797644272 ,458366930216 ,95.5
603,201605,경기도,산업용,118618 ,4576832600 ,445260707898 ,97.3
739,201606,경기도,산업용,118923 ,4774342475 ,562770929397 ,117.9
59,201607,경기도,산업용,119248 ,4981127129 ,603770739196 ,121.2
195,201608,경기도,산업용,119574 ,4987985934 ,610270933382 ,122.3
331,201609,경기도,산업용,119908 ,4780111550 ,486398226409 ,101.8
467,201610,경기도,산업용,120207 ,4749067299 ,461768023400 ,97.2
603,201611,경기도,산업용,120595 ,4941737976 ,578374488929 ,117.0
739,201612,경기도,산업용,120894 ,5242897188 ,629632968263 ,120.1
59,201701,경기도,산업용,121270 ,5320020341 ,620945307019 ,116.7
195,201702,경기도,산업용,121661 ,5104867247 ,610103340059 ,119.5
331,201703,경기도,산업용,122009 ,5211220748 ,517383980981 ,99.3
467,201704,경기도,산업용,122430 ,5039624694 ,484965684511 ,96.2
603,201705,경기도,산업용,122763 ,4906070810 ,475400948015 ,96.9
739,201706,경기도,산업용,123101 ,5090599396 ,603022586531 ,118.5
59,201707,경기도,산업용,123428 ,5453120155 ,663082144578 ,121.6
195,201708,경기도,산업용,123856 ,5429518851 ,661534385372 ,121.8
331,201709,경기도,산업용,124181 ,5340474408 ,538569749260 ,100.8
467,201710,경기도,산업용,124403 ,4917054679 ,470451365978 ,95.7
603,201711,경기도,산업용,124740 ,5353329390 ,625075087692 ,116.8
739,201712,경기도,산업용,124968 ,5714433559 ,667917341025 ,116.9
59,201801,경기도,산업용,125306 ,5867652691 ,688391065601 ,117.3
195,201802,경기도,산업용,125623 ,5551902779 ,648408483865 ,116.8
331,201803,경기도,산업용,125847 ,5479425157 ,542105571632 ,98.9
467,201804,경기도,산업용,126254 ,5378550162 ,518648676082 ,96.4
603,201805,경기도,산업용,126665 ,5406290688 ,517639716526 ,95.7
739,201806,경기도,산업용,126919 ,5443599809 ,630144405592 ,115.8
59,201807,경기도,산업용,127159 ,5809205814 ,706973346456 ,121.7
195,201808,경기도,산업용,127418 ,5875658625 ,712445499834 ,121.3
331,201809,경기도,산업용,127621 ,5516127552 ,549227558348 ,99.6
467,201810,경기도,산업용,127724 ,5344592154 ,516519287541 ,96.6
603,201811,경기도,산업용,127929 ,5547740704 ,648304366841 ,116.9
739,201812,경기도,산업용,128140 ,5814780402 ,682068379738 ,117.3
45,201901,경기도,산업용,128402 ,6029833569 ,707519310885 ,117.3 
181,201902,경기도,산업용,128654 ,5441044947 ,636916368163 ,117.1 
317,201903,경기도,산업용,128834 ,5583654944 ,550319755496 ,98.6 
453,201905,경기도,산업용,129286 ,5431512259 ,526640370160 ,97 
67,201001,경상남도,산업용,31501 ,1594246998 ,129937316237 ,81.5
195,201002,경상남도,산업용,31592 ,1434121423 ,120050163216 ,83.7
323,201003,경상남도,산업용,31625 ,1551544072 ,116121607311 ,74.8
451,201004,경상남도,산업용,31699 ,1564561962 ,115421463028 ,73.8
579,201005,경상남도,산업용,31780 ,1513212358 ,111225589900 ,73.5
707,201006,경상남도,산업용,31849 ,1540337100 ,114441693210 ,74.3
67,201007,경상남도,산업용,31988 ,1610841557 ,146888079094 ,91.2
195,201008,경상남도,산업용,32065 ,1507358957 ,148000858147 ,98.2
323,201009,경상남도,산업용,32146 ,1519738319 ,122411735173 ,80.5
451,201010,경상남도,산업용,32239 ,1546328781 ,119641727320 ,77.4
579,201011,경상남도,산업용,32302 ,1614499899 ,142026657601 ,88.0
707,201012,경상남도,산업용,32406 ,1723281823 ,152835873121 ,88.7
67,201101,경상남도,산업용,32497 ,1780443351 ,156725111872 ,88.0
195,201102,경상남도,산업용,32571 ,1548038821 ,139854319746 ,90.3
323,201103,경상남도,산업용,32643 ,1726366805 ,133183805097 ,77.1
451,201104,경상남도,산업용,32741 ,1666626674 ,126991003176 ,76.2
579,201105,경상남도,산업용,32787 ,1618455129 ,123019256239 ,76.0
707,201106,경상남도,산업용,32858 ,1674106684 ,127976911851 ,76.4
67,201107,경상남도,산업용,32947 ,1717306993 ,160377844626 ,93.4
195,201108,경상남도,산업용,33059 ,1590598621 ,162025333547 ,101.9
323,201109,경상남도,산업용,33130 ,1576709039 ,134887384359 ,85.5
451,201110,경상남도,산업용,33173 ,1644456239 ,132216390267 ,80.4
579,201111,경상남도,산업용,33253 ,1673158402 ,159282154109 ,95.2
707,201112,경상남도,산업용,33313 ,1808756592 ,178712773963 ,98.8
67,201201,경상남도,산업용,33413 ,1628175832 ,178049900550 ,109.4
195,201202,경상남도,산업용,33463 ,1715068047 ,182832821313 ,106.6
323,201203,경상남도,산업용,33582 ,1736505311 ,154679152449 ,89.1
451,201204,경상남도,산업용,33695 ,1647354069 ,144758193853 ,87.9
579,201205,경상남도,산업용,33753 ,1605697999 ,142742028195 ,88.9
707,201206,경상남도,산업용,33773 ,1648675822 ,145035961762 ,88.0
67,201207,경상남도,산업용,33843 ,1672173344 ,179535524180 ,107.4
195,201208,경상남도,산업용,33899 ,1570826810 ,185082859597 ,117.8
323,201209,경상남도,산업용,33962 ,1575476229 ,157083409886 ,99.7
451,201210,경상남도,산업용,34036 ,1493340216 ,144213606238 ,96.6
587,201211,경상남도,산업용,34080 ,1609506362 ,183060835058 ,113.7
723,201212,경상남도,산업용,34142 ,1661399958 ,188404959610 ,113.4
67,201301,경상남도,산업용,34203 ,1721566403 ,198803489578 ,115.5
203,201302,경상남도,산업용,34306 ,1555859586 ,187913474264 ,120.8
339,201303,경상남도,산업용,34372 ,1664143834 ,165825976959 ,99.6
475,201304,경상남도,산업용,34461 ,1691782280 ,163139445505 ,96.4
611,201305,경상남도,산업용,34544 ,1638871663 ,160014587858 ,97.6
747,201306,경상남도,산업용,34683 ,1625061721 ,158947404312 ,97.8
67,201307,경상남도,산업용,34827 ,1716922399 ,204615332633 ,119.2
203,201308,경상남도,산업용,34876 ,1580410242 ,193899427402 ,122.7
339,201309,경상남도,산업용,34955 ,1575655637 ,161347772179 ,102.4
475,201310,경상남도,산업용,34969 ,1632965905 ,158422506045 ,97.0
611,201311,경상남도,산업용,35019 ,1670595342 ,198195925350 ,118.6
747,201312,경상남도,산업용,35082 ,1740846572 ,214409161871 ,123.2
67,201401,경상남도,산업용,35131 ,1712502127 ,211284408964 ,123.4
203,201402,경상남도,산업용,35144 ,1616969025 ,204069655740 ,126.2
339,201403,경상남도,산업용,35209 ,1731407285 ,179235712495 ,103.5
475,201404,경상남도,산업용,35309 ,1696770222 ,172073189895 ,101.4
611,201405,경상남도,산업용,35411 ,1623283328 ,165519825272 ,102.0
747,201406,경상남도,산업용,35533 ,1645413284 ,200627212256 ,121.9
67,201407,경상남도,산업용,35621 ,1754749688 ,227140139895 ,129.4
203,201408,경상남도,산업용,35714 ,1527889687 ,199755079811 ,130.7
339,201409,경상남도,산업용,35725 ,1551273440 ,168347362459 ,108.5
475,201410,경상남도,산업용,35778 ,1648468126 ,167502531685 ,101.6
611,201411,경상남도,산업용,35803 ,1620720712 ,198245483738 ,122.3
747,201412,경상남도,산업용,35811 ,1752952874 ,217928515968 ,124.3
67,201501,경상남도,산업용,35928 ,1757495823 ,217359246030 ,123.7
203,201502,경상남도,산업용,35966 ,1596046858 ,200400560174 ,125.6
339,201503,경상남도,산업용,36007 ,1701119157 ,176987343892 ,104.0
475,201504,경상남도,산업용,36123 ,1709072533 ,173818751554 ,101.7
611,201505,경상남도,산업용,36198 ,1631482870 ,165599884838 ,101.5
747,201506,경상남도,산업용,36309 ,1663889904 ,209194893820 ,125.7
67,201507,경상남도,산업용,36343 ,1727402791 ,225424232975 ,130.5
203,201508,경상남도,산업용,36354 ,1569519173 ,202668898572 ,129.1
339,201509,경상남도,산업용,36403 ,1590250310 ,171778497056 ,108.0
475,201510,경상남도,산업용,36433 ,1636074844 ,165510586311 ,101.2
611,201511,경상남도,산업용,36516 ,1634397477 ,198283700550 ,121.3
747,201512,경상남도,산업용,36566 ,1717737233 ,212767720690 ,123.9
67,201601,경상남도,산업용,36597 ,1748470282 ,213649462951 ,122.2
203,201602,경상남도,산업용,36636 ,1603028687 ,199080285499 ,124.2
339,201603,경상남도,산업용,36679 ,1754151890 ,181139860699 ,103.3
475,201604,경상남도,산업용,36741 ,1688090744 ,169773977780 ,100.6
611,201605,경상남도,산업용,36779 ,1632584813 ,165851852500 ,101.6
747,201606,경상남도,산업용,36798 ,1651936457 ,204297899031 ,123.7
67,201607,경상남도,산업용,36823 ,1710234652 ,217020473240 ,126.9
203,201608,경상남도,산업용,36840 ,1587506780 ,206745096233 ,130.2
339,201609,경상남도,산업용,36902 ,1572820881 ,170821850913 ,108.6
475,201610,경상남도,산업용,36969 ,1605066405 ,164628541691 ,102.6
611,201611,경상남도,산업용,37036 ,1653009704 ,203658459031 ,123.2
747,201612,경상남도,산업용,37061 ,1720657960 ,216153091054 ,125.6
67,201701,경상남도,산업용,37118 ,1680202309 ,210161660867 ,125.1
203,201702,경상남도,산업용,37171 ,1668956379 ,209619362966 ,125.6
339,201703,경상남도,산업용,37179 ,1707952571 ,178261349736 ,104.4
475,201704,경상남도,산업용,37244 ,1663865786 ,168591824455 ,101.3
611,201705,경상남도,산업용,37270 ,1580253663 ,162017652776 ,102.5
747,201706,경상남도,산업용,37349 ,1655013705 ,205105975054 ,123.9
67,201707,경상남도,산업용,37449 ,1711867779 ,219621444209 ,128.3
203,201708,경상남도,산업용,37500 ,1591864608 ,207178241369 ,130.1
339,201709,경상남도,산업용,37520 ,1700991270 ,180317220447 ,106.0
475,201710,경상남도,산업용,37552 ,1459618533 ,150967107085 ,103.4
611,201711,경상남도,산업용,37550 ,1648243401 ,200788680064 ,121.8
747,201712,경상남도,산업용,37563 ,1723930597 ,212647981019 ,123.4
67,201801,경상남도,산업용,37589 ,1759012641 ,217780013339 ,123.8
203,201802,경상남도,산업용,37620 ,1598388953 ,200209491529 ,125.3
339,201803,경상남도,산업용,37658 ,1653958750 ,172759166114 ,104.5
475,201804,경상남도,산업용,37684 ,1625524588 ,165981396317 ,102.1
611,201805,경상남도,산업용,37746 ,1616525681 ,164557611385 ,101.8
747,201806,경상남도,산업용,37850 ,1630759452 ,197769282085 ,121.3
67,201807,경상남도,산업용,37929 ,1691324048 ,217633374987 ,128.7
203,201808,경상남도,산업용,37978 ,1618028844 ,208243816257 ,128.7
339,201809,경상남도,산업용,38018 ,1566141354 ,167015226616 ,106.6
475,201810,경상남도,산업용,38036 ,1602399423 ,160732303215 ,100.3
611,201811,경상남도,산업용,38100 ,1648828020 ,198697689540 ,120.5
747,201812,경상남도,산업용,38129 ,1698898067 ,206517219240 ,121.6
53,201901,경상남도,산업용,38138 ,1759238209 ,216216601555 ,122.9 
189,201902,경상남도,산업용,38134 ,1497673433 ,188574765125 ,125.9 
325,201903,경상남도,산업용,38177 ,1643973919 ,170186061228 ,103.5 
461,201905,경상남도,산업용,38291 ,1595058727 ,161959195898 ,101.5 
75,201001,경상북도,산업용,25412 ,2555517971 ,190422054184 ,74.5
203,201002,경상북도,산업용,25384 ,2334662331 ,176790305657 ,75.7
331,201003,경상북도,산업용,25398 ,2506646151 ,168899771895 ,67.4
459,201004,경상북도,산업용,25454 ,2475570971 ,166562399275 ,67.3
587,201005,경상북도,산업용,25541 ,2491838421 ,163910955289 ,65.8
715,201006,경상북도,산업용,25615 ,2507706436 ,167535500880 ,66.8
75,201007,경상북도,산업용,25729 ,2527637502 ,208988548616 ,82.7
203,201008,경상북도,산업용,25817 ,2492289658 ,214826784512 ,86.2
331,201009,경상북도,산업용,25863 ,2481305836 ,175121857266 ,70.6
459,201010,경상북도,산업용,25991 ,2583075591 ,180102045789 ,69.7
587,201011,경상북도,산업용,26030 ,2560139804 ,210878852515 ,82.4
715,201012,경상북도,산업용,26082 ,2708729397 ,222569426176 ,82.2
75,201101,경상북도,산업용,26154 ,2818394367 ,227672270555 ,80.8
203,201102,경상북도,산업용,26171 ,2463119693 ,202729012792 ,82.3
331,201103,경상북도,산업용,26194 ,2772444354 ,194836450632 ,70.3
459,201104,경상북도,산업용,26300 ,2751623817 ,192639359826 ,70.0
587,201105,경상북도,산업용,26365 ,2785169175 ,189522179407 ,68.0
715,201106,경상북도,산업용,26478 ,2734906805 ,190711655132 ,69.7
75,201107,경상북도,산업용,26567 ,2746218478 ,233074999310 ,84.9
203,201108,경상북도,산업용,26629 ,2656456152 ,241572989498 ,90.9
331,201109,경상북도,산업용,26710 ,2615357659 ,195031831830 ,74.6
459,201110,경상북도,산업용,26855 ,2797781872 ,203360307419 ,72.7
587,201111,경상북도,산업용,26917 ,2742403069 ,241130412806 ,87.9
715,201112,경상북도,산업용,27044 ,2772634488 ,263700288247 ,95.1
75,201201,경상북도,산업용,27164 ,2724376522 ,259463184486 ,95.2
203,201202,경상북도,산업용,27180 ,2607615266 ,255754332767 ,98.1
331,201203,경상북도,산업용,27202 ,2868386618 ,227789485500 ,79.4
459,201204,경상북도,산업용,27261 ,2774415464 ,217472514787 ,78.4
587,201205,경상북도,산업용,27357 ,2871317074 ,222815750204 ,77.6
715,201206,경상북도,산업용,27427 ,2811515043 ,220191175795 ,78.3
75,201207,경상북도,산업용,27527 ,2764424518 ,267047435681 ,96.6
203,201208,경상북도,산업용,27636 ,2661936150 ,276582334400 ,103.9
331,201209,경상북도,산업용,27753 ,2662210159 ,229006982302 ,86.0
459,201210,경상북도,산업용,27865 ,2667463221 ,223856275546 ,83.9
595,201211,경상북도,산업용,28000 ,2728036338 ,282032211687 ,103.4
731,201212,경상북도,산업용,28075 ,2773791312 ,279256353815 ,100.7
75,201301,경상북도,산업용,28151 ,2752250425 ,291139075166 ,105.8
211,201302,경상북도,산업용,28154 ,2481507974 ,270880990986 ,109.2
347,201303,경상북도,산업용,28122 ,2837508746 ,251243612179 ,88.5
483,201304,경상북도,산업용,28195 ,2737417141 ,241459421736 ,88.2
619,201305,경상북도,산업용,28289 ,2815761470 ,247531702410 ,87.9
755,201306,경상북도,산업용,28398 ,2806191818 ,242171659783 ,86.3
75,201307,경상북도,산업용,28443 ,2850230400 ,307222614845 ,107.8
211,201308,경상북도,산업용,28515 ,2705877714 ,293088652265 ,108.3
347,201309,경상북도,산업용,28627 ,2722663904 ,241874075239 ,88.8
483,201310,경상북도,산업용,28724 ,2844764080 ,247557067007 ,87.0
619,201311,경상북도,산업용,28790 ,2832284511 ,311185224441 ,109.9
755,201312,경상북도,산업용,28872 ,2983604426 ,333866362523 ,111.9
75,201401,경상북도,산업용,28940 ,2944671927 ,326859887310 ,111.0
211,201402,경상북도,산업용,29041 ,2644586051 ,304390911744 ,115.1
